pincode,Districtname,statename,infected,L1-High-Infection-Danger,L2-Moderate-Infection-Danger
402401,Raigarh(MH),MAHARASHTRA,0,0,0
402402,Raigarh(MH),MAHARASHTRA,0,0,0
402403,Raigarh(MH),MAHARASHTRA,0,0,0
402404,Raigarh(MH),MAHARASHTRA,0,0,0
403001,North Goa,GOA,0,0,0
403002,North Goa,GOA,0,0,0
403004,North Goa,GOA,0,0,0
403005,North Goa,GOA,0,0,0
403006,North Goa,GOA,0,0,0
403101,North Goa,GOA,0,0,0
403102,North Goa,GOA,0,0,0
403103,North Goa,GOA,0,0,0
403104,North Goa,GOA,0,0,0
403105,South Goa,GOA,0,0,0
403106,South Goa,GOA,0,0,0
403107,North Goa,GOA,0,0,0
403108,North Goa,GOA,0,0,0
403109,North Goa,GOA,0,0,0
403110,North Goa,GOA,0,0,0
403114,North Goa,GOA,0,0,0
403115,South Goa,GOA,0,0,0
403201,North Goa,GOA,0,0,0
403202,North Goa,GOA,0,0,0
403203,North Goa,GOA,0,0,0
403204,North Goa,GOA,0,0,0
403206,North Goa,GOA,0,0,0
403401,North Goa,GOA,0,0,0
403402,North Goa,GOA,0,0,0
403403,North Goa,GOA,0,0,0
403404,North Goa,GOA,0,0,0
403406,North Goa,GOA,0,0,0
403409,South Goa,GOA,0,0,0
403410,South Goa,GOA,0,0,0
403501,North Goa,GOA,0,0,0
403502,North Goa,GOA,0,0,0
403503,North Goa,GOA,0,0,0
403504,North Goa,GOA,0,0,0
403505,North Goa,GOA,0,0,0
403506,North Goa,GOA,0,0,0
403507,North Goa,GOA,0,0,0
403508,North Goa,GOA,0,0,0
403509,North Goa,GOA,0,0,0
403510,North Goa,GOA,0,0,0
403511,North Goa,GOA,0,0,0
403512,North Goa,GOA,0,0,0
403513,North Goa,GOA,0,0,0
403515,North Goa,GOA,0,0,0
403516,North Goa,GOA,0,0,0
403517,North Goa,GOA,0,0,0
403521,North Goa,GOA,0,0,0
403523,North Goa,GOA,0,0,0
403524,North Goa,GOA,0,0,0
403526,North Goa,GOA,0,0,0
403527,North Goa,GOA,0,0,0
403529,North Goa,GOA,0,0,0
403530,North Goa,GOA,0,0,0
403601,South Goa,GOA,0,0,0
403602,South Goa,GOA,0,0,0
403701,South Goa,GOA,0,0,0
403702,South Goa,GOA,0,0,0
403703,South Goa,GOA,0,0,0
403704,South Goa,GOA,0,0,0
403705,South Goa,GOA,0,0,0
403706,South Goa,GOA,0,0,0
403707,South Goa,GOA,0,0,0
403708,South Goa,GOA,0,0,0
403709,South Goa,GOA,0,0,0
403710,South Goa,GOA,0,0,0
403711,South Goa,GOA,0,0,0
403712,South Goa,GOA,0,0,0
403713,South Goa,GOA,0,0,0
403714,South Goa,GOA,0,0,0
403715,South Goa,GOA,0,0,0
403716,South Goa,GOA,0,0,0
403717,South Goa,GOA,0,0,0
403718,South Goa,GOA,0,0,0
403719,South Goa,GOA,0,0,0
403720,South Goa,GOA,0,0,0
403721,South Goa,GOA,0,0,0
403722,South Goa,GOA,0,0,0
403723,South Goa,GOA,0,0,0
403724,South Goa,GOA,0,0,0
403725,South Goa,GOA,0,0,0
403726,South Goa,GOA,0,0,0
403728,South Goa,GOA,0,0,0
403729,South Goa,GOA,0,0,0
403731,South Goa,GOA,0,0,0
403801,South Goa,GOA,0,0,0
403802,South Goa,GOA,0,0,0
403803,South Goa,GOA,0,0,0
403804,South Goa,GOA,0,0,0
403806,South Goa,GOA,0,0,0
410101,Raigarh(MH),MAHARASHTRA,0,0,0
410102,Raigarh(MH),MAHARASHTRA,0,0,0
410201,Raigarh(MH),MAHARASHTRA,0,0,0
410202,Raigarh(MH),MAHARASHTRA,0,0,0
410203,Raigarh(MH),MAHARASHTRA,0,0,0
410204,Raigarh(MH),MAHARASHTRA,0,0,0
410205,Raigarh(MH),MAHARASHTRA,0,0,0
410206,Raigarh(MH),MAHARASHTRA,0,0,0
410207,Raigarh(MH),MAHARASHTRA,0,0,0
410208,Raigarh(MH),MAHARASHTRA,0,0,0
410210,Raigarh(MH),MAHARASHTRA,0,0,0
410216,Raigarh(MH),MAHARASHTRA,0,0,0
410218,Raigarh(MH),MAHARASHTRA,0,0,0
410220,Raigarh(MH),MAHARASHTRA,0,0,0
410221,Raigarh(MH),MAHARASHTRA,0,0,0
410222,Raigarh(MH),MAHARASHTRA,0,0,0
410301,Pune,MAHARASHTRA,0,0,0
410302,Pune,MAHARASHTRA,0,0,0
410401,Pune,MAHARASHTRA,0,0,0
410402,Pune,MAHARASHTRA,0,0,0
410403,Pune,MAHARASHTRA,0,0,0
410405,Pune,MAHARASHTRA,0,0,0
410406,Pune,MAHARASHTRA,0,0,0
410501,Pune,MAHARASHTRA,0,0,0
410502,Pune,MAHARASHTRA,0,0,0
410503,Pune,MAHARASHTRA,0,0,0
410504,Pune,MAHARASHTRA,0,0,0
410505,Pune,MAHARASHTRA,0,0,0
410506,Pune,MAHARASHTRA,0,0,0
410507,Pune,MAHARASHTRA,0,0,0
410508,Pune,MAHARASHTRA,0,0,0
410509,Pune,MAHARASHTRA,0,0,0
410510,Pune,MAHARASHTRA,0,0,0
410511,Pune,MAHARASHTRA,0,0,0
410512,Pune,MAHARASHTRA,0,0,0
410513,Pune,MAHARASHTRA,0,0,0
410515,Pune,MAHARASHTRA,0,0,0
410516,Pune,MAHARASHTRA,0,0,0
411001,Pune,MAHARASHTRA,0,0,0
411002,Pune,MAHARASHTRA,0,0,0
411003,Pune,MAHARASHTRA,0,0,0
411004,Pune,MAHARASHTRA,0,0,0
411005,Pune,MAHARASHTRA,0,0,0
411006,Pune,MAHARASHTRA,0,0,0
411007,Pune,MAHARASHTRA,0,0,0
411008,Pune,MAHARASHTRA,0,0,0
411009,Pune,MAHARASHTRA,0,0,0
411011,Pune,MAHARASHTRA,0,0,0
411012,Pune,MAHARASHTRA,0,0,0
411013,Pune,MAHARASHTRA,0,0,0
411014,Pune,MAHARASHTRA,0,0,0
411015,Pune,MAHARASHTRA,0,0,0
411016,Pune,MAHARASHTRA,0,0,0
411017,Pune,MAHARASHTRA,0,0,0
411018,Pune,MAHARASHTRA,0,0,0
411019,Pune,MAHARASHTRA,0,0,0
411020,Pune,MAHARASHTRA,0,0,0
411021,Pune,MAHARASHTRA,0,0,0
411022,Pune,MAHARASHTRA,0,0,0
411023,Pune,MAHARASHTRA,0,0,0
411024,Pune,MAHARASHTRA,0,0,0
411025,Pune,MAHARASHTRA,0,0,0
411026,Pune,MAHARASHTRA,0,0,0
411027,Pune,MAHARASHTRA,0,0,0
411028,Pune,MAHARASHTRA,0,0,0
411030,Pune,MAHARASHTRA,0,0,0
411031,Pune,MAHARASHTRA,0,0,0
411032,Pune,MAHARASHTRA,0,0,0
411033,Pune,MAHARASHTRA,0,0,0
411034,Pune,MAHARASHTRA,0,0,0
411035,Pune,MAHARASHTRA,0,0,0
411036,Pune,MAHARASHTRA,0,0,0
411037,Pune,MAHARASHTRA,0,0,0
411038,Pune,MAHARASHTRA,0,0,0
411039,Pune,MAHARASHTRA,0,0,0
411040,Pune,MAHARASHTRA,0,0,0
411041,Pune,MAHARASHTRA,0,0,0
411042,Pune,MAHARASHTRA,0,0,0
411043,Pune,MAHARASHTRA,0,0,0
411044,Pune,MAHARASHTRA,0,0,0
411045,Pune,MAHARASHTRA,0,0,0
411046,Pune,MAHARASHTRA,0,0,0
411047,Pune,MAHARASHTRA,0,0,0
411048,Pune,MAHARASHTRA,0,0,0
411051,Pune,MAHARASHTRA,0,0,0
411052,Pune,MAHARASHTRA,0,0,0
411057,Pune,MAHARASHTRA,0,0,0
411058,Pune,MAHARASHTRA,0,0,0
411060,Pune,MAHARASHTRA,0,0,0
411061,Pune,MAHARASHTRA,0,0,0
411062,Pune,MAHARASHTRA,0,0,0
412101,Pune,MAHARASHTRA,0,0,0
412102,Pune,MAHARASHTRA,0,0,0
412103,Pune,MAHARASHTRA,0,0,0
412104,Pune,MAHARASHTRA,0,0,0
412105,Pune,MAHARASHTRA,0,0,0
412106,Pune,MAHARASHTRA,0,0,0
412107,Pune,MAHARASHTRA,0,0,0
412108,Pune,MAHARASHTRA,0,0,0
412109,Pune,MAHARASHTRA,0,0,0
412110,Pune,MAHARASHTRA,0,0,0
412112,Pune,MAHARASHTRA,0,0,0
412115,Pune,MAHARASHTRA,0,0,0
412201,Pune,MAHARASHTRA,0,0,0
412202,Pune,MAHARASHTRA,0,0,0
412203,Pune,MAHARASHTRA,0,0,0
412204,Pune,MAHARASHTRA,0,0,0
412205,Pune,MAHARASHTRA,0,0,0
412206,Pune,MAHARASHTRA,0,0,0
412207,Pune,MAHARASHTRA,0,0,0
412208,Pune,MAHARASHTRA,0,0,0
412209,Pune,MAHARASHTRA,0,0,0
412210,Pune,MAHARASHTRA,0,0,0
412211,Pune,MAHARASHTRA,0,0,0
412212,Pune,MAHARASHTRA,0,0,0
412213,Pune,MAHARASHTRA,0,0,0
412214,Pune,MAHARASHTRA,0,0,0
412215,Pune,MAHARASHTRA,0,0,0
412216,Pune,MAHARASHTRA,0,0,0
412218,Pune,MAHARASHTRA,0,0,0
412219,Pune,MAHARASHTRA,0,0,0
412220,Pune,MAHARASHTRA,0,0,0
412301,Pune,MAHARASHTRA,0,0,0
412303,Pune,MAHARASHTRA,0,0,0
412304,Pune,MAHARASHTRA,0,0,0
412305,Pune,MAHARASHTRA,0,0,0
412306,Pune,MAHARASHTRA,0,0,0
412307,Pune,MAHARASHTRA,0,0,0
412308,Pune,MAHARASHTRA,0,0,0
412311,Pune,MAHARASHTRA,0,0,0
412312,Pune,MAHARASHTRA,0,0,0
412401,Pune,MAHARASHTRA,0,0,0
412402,Pune,MAHARASHTRA,0,0,0
412403,Pune,MAHARASHTRA,0,0,0
412404,Pune,MAHARASHTRA,0,0,0
412405,Pune,MAHARASHTRA,0,0,0
412406,Pune,MAHARASHTRA,0,0,0
412408,Pune,MAHARASHTRA,0,0,0
412409,Pune,MAHARASHTRA,0,0,0
412410,Pune,MAHARASHTRA,0,0,0
412411,Pune,MAHARASHTRA,0,0,0
412412,Pune,MAHARASHTRA,0,0,0
412801,Satara,MAHARASHTRA,0,0,0
412802,Satara,MAHARASHTRA,0,0,0
412803,Satara,MAHARASHTRA,0,0,0
412804,Satara,MAHARASHTRA,0,0,0
412805,Satara,MAHARASHTRA,0,0,0
412806,Satara,MAHARASHTRA,0,0,0
413001,Solapur,MAHARASHTRA,0,0,0
413002,Solapur,MAHARASHTRA,0,0,0
413003,Solapur,MAHARASHTRA,0,0,0
413004,Solapur,MAHARASHTRA,0,0,0
413005,Solapur,MAHARASHTRA,0,0,0
413006,Solapur,MAHARASHTRA,0,0,0
413007,Solapur,MAHARASHTRA,0,0,0
413008,Solapur,MAHARASHTRA,0,0,0
413101,Solapur,MAHARASHTRA,0,0,0
413102,Pune,MAHARASHTRA,0,0,0
413103,Pune,MAHARASHTRA,0,0,0
413104,Pune,MAHARASHTRA,0,0,0
413105,Pune,MAHARASHTRA,0,0,0
413106,Pune,MAHARASHTRA,0,0,0
413107,Solapur,MAHARASHTRA,0,0,0
413108,Solapur,MAHARASHTRA,0,0,0
413109,Solapur,MAHARASHTRA,0,0,0
413110,Pune,MAHARASHTRA,0,0,0
413111,Solapur,MAHARASHTRA,0,0,0
413112,Solapur,MAHARASHTRA,0,0,0
413113,Solapur,MAHARASHTRA,0,0,0
413114,Pune,MAHARASHTRA,0,0,0
413115,Pune,MAHARASHTRA,0,0,0
413116,Pune,MAHARASHTRA,0,0,0
413118,Solapur,MAHARASHTRA,0,0,0
413120,Pune,MAHARASHTRA,0,0,0
413130,Pune,MAHARASHTRA,0,0,0
413132,Pune,MAHARASHTRA,0,0,0
413133,Pune,MAHARASHTRA,0,0,0
413201,Ahmed Nagar,MAHARASHTRA,0,0,0
413202,Solapur,MAHARASHTRA,0,0,0
413203,Solapur,MAHARASHTRA,0,0,0
413204,Ahmed Nagar,MAHARASHTRA,0,0,0
413205,Ahmed Nagar,MAHARASHTRA,0,0,0
413206,Solapur,MAHARASHTRA,0,0,0
413207,Beed,MAHARASHTRA,0,0,0
413208,Solapur,MAHARASHTRA,0,0,0
413209,Solapur,MAHARASHTRA,0,0,0
413210,Solapur,MAHARASHTRA,0,0,0
413211,Solapur,MAHARASHTRA,0,0,0
413212,Solapur,MAHARASHTRA,0,0,0
413213,Solapur,MAHARASHTRA,0,0,0
413214,Solapur,MAHARASHTRA,0,0,0
413215,Solapur,MAHARASHTRA,0,0,0
413216,Solapur,MAHARASHTRA,0,0,0
413217,Solapur,MAHARASHTRA,0,0,0
413218,Solapur,MAHARASHTRA,0,0,0
413219,Solapur,MAHARASHTRA,0,0,0
413220,Solapur,MAHARASHTRA,0,0,0
413221,Solapur,MAHARASHTRA,0,0,0
413222,Solapur,MAHARASHTRA,0,0,0
413223,Solapur,MAHARASHTRA,0,0,0
413224,Solapur,MAHARASHTRA,0,0,0
413226,Solapur,MAHARASHTRA,0,0,0
413227,Solapur,MAHARASHTRA,0,0,0
413228,Solapur,MAHARASHTRA,0,0,0
413229,Beed,MAHARASHTRA,0,0,0
413248,Solapur,MAHARASHTRA,0,0,0
413249,Beed,MAHARASHTRA,0,0,0
413250,Solapur,MAHARASHTRA,0,0,0
413251,Solapur,MAHARASHTRA,0,0,0
413252,Solapur,MAHARASHTRA,0,0,0
413253,Solapur,MAHARASHTRA,0,0,0
413255,Solapur,MAHARASHTRA,0,0,0
413301,Solapur,MAHARASHTRA,0,0,0
413302,Solapur,MAHARASHTRA,0,0,0
413303,Solapur,MAHARASHTRA,0,0,0
413304,Solapur,MAHARASHTRA,0,0,0
413305,Solapur,MAHARASHTRA,0,0,0
413306,Solapur,MAHARASHTRA,0,0,0
413307,Solapur,MAHARASHTRA,0,0,0
413308,Solapur,MAHARASHTRA,0,0,0
413309,Solapur,MAHARASHTRA,0,0,0
413310,Solapur,MAHARASHTRA,0,0,0
413314,Solapur,MAHARASHTRA,0,0,0
413315,Solapur,MAHARASHTRA,0,0,0
413317,Solapur,MAHARASHTRA,0,0,0
413319,Solapur,MAHARASHTRA,0,0,0
413322,Solapur,MAHARASHTRA,0,0,0
413324,Solapur,MAHARASHTRA,0,0,0
413401,Solapur,MAHARASHTRA,0,0,0
413402,Solapur,MAHARASHTRA,0,0,0
413403,Solapur,MAHARASHTRA,0,0,0
413404,Solapur,MAHARASHTRA,0,0,0
413405,Osmanabad,MAHARASHTRA,0,0,0
413406,Solapur,MAHARASHTRA,0,0,0
413409,Solapur,MAHARASHTRA,0,0,0
413410,Solapur,MAHARASHTRA,0,0,0
413411,Solapur,MAHARASHTRA,0,0,0
413412,Solapur,MAHARASHTRA,0,0,0
413501,Osmanabad,MAHARASHTRA,0,0,0
413502,Latur,MAHARASHTRA,0,0,0
413503,Osmanabad,MAHARASHTRA,0,0,0
413504,Osmanabad,MAHARASHTRA,0,0,0
413505,Osmanabad,MAHARASHTRA,0,0,0
413506,Osmanabad,MAHARASHTRA,0,0,0
413507,Osmanabad,MAHARASHTRA,0,0,0
413508,Osmanabad,MAHARASHTRA,0,0,0
413509,Osmanabad,MAHARASHTRA,0,0,0
413510,Osmanabad,MAHARASHTRA,0,0,0
413511,Latur,MAHARASHTRA,0,0,0
413512,Latur,MAHARASHTRA,0,0,0
413513,Latur,MAHARASHTRA,0,0,0
413514,Latur,MAHARASHTRA,0,0,0
413515,Latur,MAHARASHTRA,0,0,0
413516,Latur,MAHARASHTRA,0,0,0
413517,Latur,MAHARASHTRA,0,0,0
413518,Latur,MAHARASHTRA,0,0,0
413519,Latur,MAHARASHTRA,0,0,0
413520,Latur,MAHARASHTRA,0,0,0
413521,Latur,MAHARASHTRA,0,0,0
413522,Latur,MAHARASHTRA,0,0,0
413523,Latur,MAHARASHTRA,0,0,0
413524,Latur,MAHARASHTRA,0,0,0
413525,Osmanabad,MAHARASHTRA,0,0,0
413526,Osmanabad,MAHARASHTRA,0,0,0
413527,Latur,MAHARASHTRA,0,0,0
413528,Osmanabad,MAHARASHTRA,0,0,0
413529,Latur,MAHARASHTRA,0,0,0
413530,Latur,MAHARASHTRA,0,0,0
413531,Latur,MAHARASHTRA,0,0,0
413532,Latur,MAHARASHTRA,0,0,0
413534,Osmanabad,MAHARASHTRA,0,0,0
413544,Latur,MAHARASHTRA,0,0,0
413580,Osmanabad,MAHARASHTRA,0,0,0
413581,Latur,MAHARASHTRA,0,0,0
413582,Latur,MAHARASHTRA,0,0,0
413601,Osmanabad,MAHARASHTRA,0,0,0
413602,Osmanabad,MAHARASHTRA,0,0,0
413603,Osmanabad,MAHARASHTRA,0,0,0
413604,Osmanabad,MAHARASHTRA,0,0,0
413605,Osmanabad,MAHARASHTRA,0,0,0
413606,Osmanabad,MAHARASHTRA,0,0,0
413607,Latur,MAHARASHTRA,0,0,0
413608,Osmanabad,MAHARASHTRA,0,0,0
413623,Osmanabad,MAHARASHTRA,0,0,0
413624,Osmanabad,MAHARASHTRA,0,0,0
413701,Ahmed Nagar,MAHARASHTRA,0,0,0
413702,Ahmed Nagar,MAHARASHTRA,0,0,0
413703,Ahmed Nagar,MAHARASHTRA,0,0,0
413704,Ahmed Nagar,MAHARASHTRA,0,0,0
413705,Ahmed Nagar,MAHARASHTRA,0,0,0
413706,Ahmed Nagar,MAHARASHTRA,0,0,0
413707,Ahmed Nagar,MAHARASHTRA,0,0,0
413708,Ahmed Nagar,MAHARASHTRA,0,0,0
413709,Ahmed Nagar,MAHARASHTRA,0,0,0
413710,Ahmed Nagar,MAHARASHTRA,0,0,0
413711,Ahmed Nagar,MAHARASHTRA,0,0,0
413712,Ahmed Nagar,MAHARASHTRA,0,0,0
413713,Ahmed Nagar,MAHARASHTRA,0,0,0
413714,Ahmed Nagar,MAHARASHTRA,0,0,0
413715,Ahmed Nagar,MAHARASHTRA,0,0,0
413716,Ahmed Nagar,MAHARASHTRA,0,0,0
413717,Ahmed Nagar,MAHARASHTRA,0,0,0
413718,Ahmed Nagar,MAHARASHTRA,0,0,0
413719,Ahmed Nagar,MAHARASHTRA,0,0,0
413720,Ahmed Nagar,MAHARASHTRA,0,0,0
413721,Ahmed Nagar,MAHARASHTRA,0,0,0
413722,Ahmed Nagar,MAHARASHTRA,0,0,0
413723,Ahmed Nagar,MAHARASHTRA,0,0,0
413725,Ahmed Nagar,MAHARASHTRA,0,0,0
413726,Ahmed Nagar,MAHARASHTRA,0,0,0
413728,Ahmed Nagar,MAHARASHTRA,0,0,0
413736,Ahmed Nagar,MAHARASHTRA,0,0,0
413737,Ahmed Nagar,MAHARASHTRA,0,0,0
413738,Ahmed Nagar,MAHARASHTRA,0,0,0
413739,Ahmed Nagar,MAHARASHTRA,0,0,0
413801,Pune,MAHARASHTRA,0,0,0
413802,Pune,MAHARASHTRA,0,0,0
414001,Ahmed Nagar,MAHARASHTRA,0,0,0
414002,Ahmed Nagar,MAHARASHTRA,0,0,0
414003,Ahmed Nagar,MAHARASHTRA,0,0,0
414005,Ahmed Nagar,MAHARASHTRA,0,0,0
414006,Ahmed Nagar,MAHARASHTRA,0,0,0
414101,Ahmed Nagar,MAHARASHTRA,0,0,0
414102,Ahmed Nagar,MAHARASHTRA,0,0,0
414103,Ahmed Nagar,MAHARASHTRA,0,0,0
414105,Ahmed Nagar,MAHARASHTRA,0,0,0
414106,Ahmed Nagar,MAHARASHTRA,0,0,0
414110,Ahmed Nagar,MAHARASHTRA,0,0,0
414111,Ahmed Nagar,MAHARASHTRA,0,0,0
414113,Ahmed Nagar,MAHARASHTRA,0,0,0
414201,Ahmed Nagar,MAHARASHTRA,0,0,0
414202,Beed,MAHARASHTRA,0,0,0
414203,Beed,MAHARASHTRA,0,0,0
414204,Beed,MAHARASHTRA,0,0,0
414205,Beed,MAHARASHTRA,0,0,0
414208,Beed,MAHARASHTRA,0,0,0
414301,Ahmed Nagar,MAHARASHTRA,0,0,0
414302,Ahmed Nagar,MAHARASHTRA,0,0,0
414303,Ahmed Nagar,MAHARASHTRA,0,0,0
414304,Ahmed Nagar,MAHARASHTRA,0,0,0
414305,Ahmed Nagar,MAHARASHTRA,0,0,0
414306,Ahmed Nagar,MAHARASHTRA,0,0,0
414401,Ahmed Nagar,MAHARASHTRA,0,0,0
414402,Ahmed Nagar,MAHARASHTRA,0,0,0
414403,Ahmed Nagar,MAHARASHTRA,0,0,0
414501,Ahmed Nagar,MAHARASHTRA,0,0,0
414502,Ahmed Nagar,MAHARASHTRA,0,0,0
414503,Ahmed Nagar,MAHARASHTRA,0,0,0
414504,Ahmed Nagar,MAHARASHTRA,0,0,0
414505,Ahmed Nagar,MAHARASHTRA,0,0,0
414601,Ahmed Nagar,MAHARASHTRA,0,0,0
414602,Ahmed Nagar,MAHARASHTRA,0,0,0
414603,Ahmed Nagar,MAHARASHTRA,0,0,0
414604,Ahmed Nagar,MAHARASHTRA,0,0,0
414605,Ahmed Nagar,MAHARASHTRA,0,0,0
414606,Ahmed Nagar,MAHARASHTRA,0,0,0
414607,Ahmed Nagar,MAHARASHTRA,0,0,0
414609,Ahmed Nagar,MAHARASHTRA,0,0,0
414701,Ahmed Nagar,MAHARASHTRA,0,0,0
415001,Satara,MAHARASHTRA,0,0,0
415002,Satara,MAHARASHTRA,0,0,0
415003,Satara,MAHARASHTRA,0,0,0
415004,Satara,MAHARASHTRA,0,0,0
415010,Satara,MAHARASHTRA,0,0,0
415011,Satara,MAHARASHTRA,0,0,0
415012,Satara,MAHARASHTRA,0,0,0
415013,Satara,MAHARASHTRA,0,0,0
415014,Satara,MAHARASHTRA,0,0,0
415015,Satara,MAHARASHTRA,0,0,0
415019,Satara,MAHARASHTRA,0,0,0
415020,Satara,MAHARASHTRA,0,0,0
415021,Satara,MAHARASHTRA,0,0,0
415022,Satara,MAHARASHTRA,0,0,0
415023,Satara,MAHARASHTRA,0,0,0
415101,Kolhapur,MAHARASHTRA,0,0,0
415102,Satara,MAHARASHTRA,0,0,0
415103,Satara,MAHARASHTRA,0,0,0
415104,Satara,MAHARASHTRA,0,0,0
415105,Satara,MAHARASHTRA,0,0,0
415106,Satara,MAHARASHTRA,0,0,0
415107,Satara,MAHARASHTRA,0,0,0
415108,Satara,MAHARASHTRA,0,0,0
415109,Satara,MAHARASHTRA,0,0,0
415110,Satara,MAHARASHTRA,0,0,0
415111,Satara,MAHARASHTRA,0,0,0
415112,Satara,MAHARASHTRA,0,0,0
415114,Satara,MAHARASHTRA,0,0,0
415115,Satara,MAHARASHTRA,0,0,0
415116,Satara,MAHARASHTRA,0,0,0
415122,Satara,MAHARASHTRA,0,0,0
415124,Satara,MAHARASHTRA,0,0,0
415202,Ratnagiri,MAHARASHTRA,0,0,0
415203,Ratnagiri,MAHARASHTRA,0,0,0
415205,Satara,MAHARASHTRA,0,0,0
415206,Satara,MAHARASHTRA,0,0,0
415207,Satara,MAHARASHTRA,0,0,0
415208,Ratnagiri,MAHARASHTRA,0,0,0
415209,Satara,MAHARASHTRA,0,0,0
415211,Satara,MAHARASHTRA,0,0,0
415212,Satara,MAHARASHTRA,0,0,0
415213,Raigarh(MH),MAHARASHTRA,0,0,0
415214,Ratnagiri,MAHARASHTRA,0,0,0
415301,Sangli,MAHARASHTRA,0,0,0
415302,Sangli,MAHARASHTRA,0,0,0
415303,Sangli,MAHARASHTRA,0,0,0
415304,Sangli,MAHARASHTRA,0,0,0
415305,Sangli,MAHARASHTRA,0,0,0
415306,Sangli,MAHARASHTRA,0,0,0
415307,Sangli,MAHARASHTRA,0,0,0
415308,Sangli,MAHARASHTRA,0,0,0
415309,Sangli,MAHARASHTRA,0,0,0
415310,Sangli,MAHARASHTRA,0,0,0
415311,Sangli,MAHARASHTRA,0,0,0
415312,Satara,MAHARASHTRA,0,0,0
415313,Sangli,MAHARASHTRA,0,0,0
415315,Sangli,MAHARASHTRA,0,0,0
415401,Sangli,MAHARASHTRA,0,0,0
415402,Sangli,MAHARASHTRA,0,0,0
415403,Sangli,MAHARASHTRA,0,0,0
415404,Sangli,MAHARASHTRA,0,0,0
415405,Sangli,MAHARASHTRA,0,0,0
415406,Sangli,MAHARASHTRA,0,0,0
415407,Sangli,MAHARASHTRA,0,0,0
415408,Sangli,MAHARASHTRA,0,0,0
415409,Sangli,MAHARASHTRA,0,0,0
415410,Sangli,MAHARASHTRA,0,0,0
415411,Sangli,MAHARASHTRA,0,0,0
415412,Sangli,MAHARASHTRA,0,0,0
415413,Sangli,MAHARASHTRA,0,0,0
415414,Sangli,MAHARASHTRA,0,0,0
415415,Sangli,MAHARASHTRA,0,0,0
415501,Satara,MAHARASHTRA,0,0,0
415502,Satara,MAHARASHTRA,0,0,0
415503,Satara,MAHARASHTRA,0,0,0
415504,Satara,MAHARASHTRA,0,0,0
415505,Satara,MAHARASHTRA,0,0,0
415506,Satara,MAHARASHTRA,0,0,0
415507,Satara,MAHARASHTRA,0,0,0
415508,Satara,MAHARASHTRA,0,0,0
415509,Satara,MAHARASHTRA,0,0,0
415510,Satara,MAHARASHTRA,0,0,0
415511,Satara,MAHARASHTRA,0,0,0
415512,Satara,MAHARASHTRA,0,0,0
415513,Satara,MAHARASHTRA,0,0,0
415514,Satara,MAHARASHTRA,0,0,0
415515,Satara,MAHARASHTRA,0,0,0
415516,Satara,MAHARASHTRA,0,0,0
415517,Satara,MAHARASHTRA,0,0,0
415518,Satara,MAHARASHTRA,0,0,0
415519,Satara,MAHARASHTRA,0,0,0
415520,Satara,MAHARASHTRA,0,0,0
415521,Satara,MAHARASHTRA,0,0,0
415522,Satara,MAHARASHTRA,0,0,0
415523,Satara,MAHARASHTRA,0,0,0
415524,Satara,MAHARASHTRA,0,0,0
415525,Satara,MAHARASHTRA,0,0,0
415526,Satara,MAHARASHTRA,0,0,0
415527,Satara,MAHARASHTRA,0,0,0
415528,Satara,MAHARASHTRA,0,0,0
415530,Satara,MAHARASHTRA,0,0,0
415536,Satara,MAHARASHTRA,0,0,0
415537,Satara,MAHARASHTRA,0,0,0
415538,Satara,MAHARASHTRA,0,0,0
415539,Satara,MAHARASHTRA,0,0,0
415540,Satara,MAHARASHTRA,0,0,0
415601,Ratnagiri,MAHARASHTRA,0,0,0
415602,Ratnagiri,MAHARASHTRA,0,0,0
415603,Ratnagiri,MAHARASHTRA,0,0,0
415604,Ratnagiri,MAHARASHTRA,0,0,0
415605,Ratnagiri,MAHARASHTRA,0,0,0
415606,Ratnagiri,MAHARASHTRA,0,0,0
415607,Ratnagiri,MAHARASHTRA,0,0,0
415608,Ratnagiri,MAHARASHTRA,0,0,0
415609,Ratnagiri,MAHARASHTRA,0,0,0
415610,Ratnagiri,MAHARASHTRA,0,0,0
415611,Ratnagiri,MAHARASHTRA,0,0,0
415612,Ratnagiri,MAHARASHTRA,0,0,0
415613,Ratnagiri,MAHARASHTRA,0,0,0
415614,Ratnagiri,MAHARASHTRA,0,0,0
415615,Ratnagiri,MAHARASHTRA,0,0,0
415616,Ratnagiri,MAHARASHTRA,0,0,0
415617,Ratnagiri,MAHARASHTRA,0,0,0
415619,Ratnagiri,MAHARASHTRA,0,0,0
415620,Ratnagiri,MAHARASHTRA,0,0,0
415621,Ratnagiri,MAHARASHTRA,0,0,0
415626,Ratnagiri,MAHARASHTRA,0,0,0
415628,Ratnagiri,MAHARASHTRA,0,0,0
415629,Ratnagiri,MAHARASHTRA,0,0,0
415634,Ratnagiri,MAHARASHTRA,0,0,0
415637,Ratnagiri,MAHARASHTRA,0,0,0
415639,Ratnagiri,MAHARASHTRA,0,0,0
415640,Ratnagiri,MAHARASHTRA,0,0,0
415641,Ratnagiri,MAHARASHTRA,0,0,0
415643,Ratnagiri,MAHARASHTRA,0,0,0
415701,Ratnagiri,MAHARASHTRA,0,0,0
415702,Ratnagiri,MAHARASHTRA,0,0,0
415703,Ratnagiri,MAHARASHTRA,0,0,0
